Name,Value
Lilly and Sasha Curse of the Immortals,9.9
Lineage II,1.4
Little Big Adventure 2,0.1
Little Farm,1.4
Little Inferno,188.3
Little Racers STREET,18.4
Loadout,1399.8
Loadout Campaign Beta,101.6
London 2012 The Official Video Game of the Olympic Games,37.099999999999994
Lone Survivor The Director's Cut,17.2
Long Live The Queen,44.1
Loom,8.4
Lords Of The Fallen,248.4
Lords of Magic Special Edition,1.2
Lords of the Black Sun,6.8
Lords of the Realm II,4.7
Lost Horizon,55.9
Lost Lands A Hidden Object Adventure,1.6
Lost Planet 2,31.300000000000004
Lost Planet 3,149.79999999999995
Lost Planet Extreme Condition,58.3
Lost Planet Extreme Condition - Colonies Edition,3.6
Lost Saga North America,24.0
Love,23.1
Lovely Planet,2.6
Lucid,1.5999999999999999
Lucidity,0.4
Lucius,106.89999999999998
Lucius II,16.3
Lugaru HD ,7.8
Lume,3.5999999999999996
Lumines,2.2
Lumino City,7.4
Lunar Flight,15.5
Lunch Truck Tycoon,0.8
M.U.D. TV,20.8
MASSIVE CHALICE,34.7
MDK,1.1
MEDIEVAL Total War - Gold Edition,37.900000000000006
METAL GEAR RISING REVENGEANCE,381.9
METAL GEAR SOLID V GROUND ZEROES,253.00000000000006
METAL GEAR SOLID V THE PHANTOM PAIN,4751.099999999999
METAL SLUG 3,75.39999999999999
METAL SLUG DEFENSE,30.400000000000006
METAL SLUG X,7.2
MLB 2K10,228.0
MLB 2K11,107.0
MLB 2K12,193.7
MLB Front Office Manager,95.9
MURDERED SOUL SUSPECT,93.49999999999999
MURI,0.6
MX vs. ATV Reflex,35.9
MX vs. ATV Supercross Encore,3.9
MXGP - The Official Motocross Videogame,18.9
Mabinogi,620.2
MacGuffin's Curse,15.5
Machinarium,147.00000000000006
Mad Games Tycoon,38.4
Mad Max,423.79999999999995
Madballs in...Babo Invasion,16.8
Maelstrom,0.5
Mafia,34.6
Mafia II,2893.400000000001
Magic 2014 ,1216.6
Magic 2015,447.8
Magic Barrage - Bitferno,52.800000000000004
Magic Duels,853.7000000000002
Magic The Gathering  Duels of the Planeswalkers 2012,521.8999999999999
Magic The Gathering  Tactics,6.5
Magic The Gathering - Duels of the Planeswalkers,255.6
Magic The Gathering - Duels of the Planeswalkers 2013,295.80000000000007
Magical Diary,8.9
Magicite,240.79999999999998
Magicka,2053.8
Magicka 2,62.9
Magicka Wizard Wars,483.89999999999986
Magicka Wizards of the Square Tablet,0.2
Magnetic By Nature,1.4
Maia,23.8
Mainland,6.1
Majesty 2,163.10000000000002
Majesty 2 Collection,112.6
Majesty Gold Edition,16.1
Major Mayhem,12.799999999999999
Make it indie!,2.6
Making History The Calm & The Storm,79.0
Manyland,8.1
MapleStory,643.8
Marble Mayhem Fragile Ball,7.5
March of War,136.8
March of the Eagles,64.6
Mare Nostrum,4.300000000000001
Mark of the Ninja,424.1000000000001
Marlow Briggs,2.8
Mars Colony Challenger,4.8
Mars War Logs,47.9
Marvel Heroes 2015,3219.800000000001
Marvel Puzzle Quest,1901.6
Mass Effect,2609.7999999999984
Mass Effect 2,2492.0
Master Levels for DOOM II,8.9
Maszyny Rolnicze 2015,0.3
Max Gentlemen,0.2
Max Payne,81.10000000000001
Max Payne 2 The Fall of Max Payne,130.5
Max Payne 3,1941.3999999999996
Max The Curse of Brotherhood,2.6
Max and the Magic Marker,1.2
McPixel,51.699999999999996
MechWarrior Online,47.199999999999996
Mechanic Escape,12.2
Medal of Honor Airborne,263.3
Medal of Honor(TM) Multiplayer,249.89999999999992
Medal of Honor(TM) Single Player,214.29999999999998
Medieval Engineers,48.800000000000004
Medieval II Total War,3284.0
Medieval II Total War Kingdoms,1648.8000000000004
Mega Man Legacy Collection,6.4
Melissa K. and the Heart of Gold Collector's Edition,9.399999999999999
Memento Mori 2,25.0
Memoir '44 Online,8.1
Memories of a Vagabond,31.1
Men of War,288.1
Men of War Assault Squad,1259.6000000000001
Men of War Assault Squad 2,1242.0000000000002
Men of War Condemned Heroes,26.4
Men of War Red Tide,39.6
Men of War Vietnam,39.0
Mensa Academy,1.4
Mercenary Kings,75.6
Merchants of Kaidan,15.1
Meridian New World,2.4
Metal Gear Solid Legacy,2.5
Metal Planet,12.7
Metal Reaper Online,19.5
Metal War Online Retribution,6.8
Metaverse Construction Kit,0.5
Metro 2033,1565.7
Metro 2033 Redux,253.69999999999996
Metro Conflict,70.3
Metro Last Light,1101.9000000000003
Metro Last Light Redux,247.89999999999998
Metrocide,1.6
Miasmata,11.8
MicroVolts Surge,143.3
Microsoft Flight,2.6
Microsoft Flight Simulator X Steam Edition,543.7999999999998
Middle-earth Shadow of Mordor,2324.4999999999986
Midnight Club II,21.4
Midnight Mysteries 3 Devil on the Mississippi,4.3
Midnight Mysteries 4 Haunted Houdini,5.4
Midnight Mysteries Salem Witch Trials,4.0
Might & Magic Clash of Heroes,148.8
Might & Magic Duel of Champions,1465.1999999999998
Might & Magic Heroes Online,6.0
Might & Magic Heroes VI,4139.500000000001
Might & Magic Heroes VII ,367.2
Might & Magic X - Legacy ,259.5
Mighty Gunvolt,1.0
Millennium - A New Hope,2.2
Millie,15.2
Mind Path to Thalamus Enhanced Edition,14.8
Minecraft Story Mode - A Telltale Games Series,46.400000000000006
Mini Metro,106.2
Mini Motor Racing EVO,2.1
Mini Ninjas,9.0
Minimon,14.8
Minimum,66.7
Mirror's Edge,533.3999999999999
MirrorMoon EP,0.6
Miscreated,27.1
Mishap An Accidental Haunting,15.6
Missing Translation,6.5
Mission Control NanoMech,4.1
Mitos.is The Game,203.39999999999998
Mitsurugi Kamui Hikae,0.8999999999999999
MoW Face Off M,3.0
MoW Face Off XL,2.3
Modular Combat,16.099999999999998
Monaco,169.39999999999998
Monday Night Combat,132.39999999999998
Monkey Island 2 Special Edition,60.900000000000006
Monochroma,6.0
Monopoly,18.9
Monster Bash,0.2
Monster Loves You!,3.8
Montague's Mount,0.4
Moon Breakers,1.6
Moonbase Alpha,77.7
Moonrise,3.5
Mordheim City of the Damned,33.6
Morphopolis,9.3
Mortal Kombat Kollection,37.099999999999994
Mortal Kombat Komplete Edition,1324.2999999999995
Mortal Kombat Legacy II - Ep. 1 Reunited in Macau,0.2
Mortal Kombat X,2598.099999999999
Mortal Online,16.2
MotoGP13,2.9
MotoGP14,97.4
Motorbike,1.2
Mount & Blade,727.4999999999999
Mount & Blade Warband,20636.8
Mount & Blade With Fire and Sword,1493.0
Mount Your Friends,72.0
Mountain,308.2
Mountain Crime Requital,3.8
Movie Studio 13 Platinum - Steam Powered,166.0
Mr. Bree+,1.5
Mr. Robot,0.1
Multiwinia,35.7
Murder Miners,7.6
Mushroom 11,0.7
Music Creator 6 Touch,23.0
Mutant Mudds Deluxe,169.9
My Lands,15.7
Myst Masterpiece Edition,9.5
Myst V,0.5
Mystery P.I. The Lottery Ticket,17.099999999999998
Mystery PI The Vegas Heist,18.900000000000002
Mystery of Neuschwanstein,1.2
N.P.P.D. RUSH - The milk of Ultra violet,2.7
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,692.3000000000002
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,195.7
NASCAR '14,10.8
NASCAR The Game 2013,2.2
NBA 2K11,0.2
NBA 2K12,182.5
NBA 2K13,304.7
NBA 2K14,1491.4999999999998
NBA 2K15,2714.7
NBA 2K16,993.3
NBA 2K9,228.6
NEED FOR MADNESS ?,4.3
NEKOPARA Vol. 0,13.299999999999999
NEKOPARA Vol. 1,44.199999999999996
NEO Scavenger,21.9
NEOTOKYO,33.4
NOBUNAGA'S AMBITION Kakushin with Power Up Kit,267.0
NOBUNAGA'S AMBITION Sphere of Influence,167.3
NOT A HERO,25.6
Nail'd,4.2
NaissanceE,2.7
Nancy Drew Alibi in Ashes,4.7
Nancy Drew Curse of Blackmoor Manor ,6.7
Nancy Drew Danger By Design,7.2
Nancy Drew Danger on Deception Island ,5.4
Nancy Drew Ghost Dogs of Moon Lake ,10.2
Nancy Drew Ghost of Thornton Hall,11.0
Nancy Drew Last Train to Blue Moon Canyon,4.0
"Nancy Drew Lights, Camera, Curses!",2.9
Nancy Drew Ransom of the Seven Ships ,10.8
Nancy Drew Secret of the Scarlet Hand ,3.5
Nancy Drew Secrets can Kill,3.8
Nancy Drew Shadow at the Water's Edge,12.3
Nancy Drew The Captive Curse,7.4
Nancy Drew The Creature of Kapu Cave,1.6
Nancy Drew The Deadly Device,16.6
Nancy Drew The Haunted Carousel,5.9
Nancy Drew The White Wolf of Icicle Creek,13.3
Nancy Drew Tomb of the Lost Queen,14.4
Nancy Drew Warnings at Waverly Academy,5.8
Napoleon Total War,9966.000000000004
Narcissu 1st & 2nd,16.400000000000002
Narco Terror,3.3
Nation Red,87.00000000000001
Natural Selection 2,2498.899999999999
Naval War Arctic Circle,27.0
Naval Warfare,0.6
Navy Field 2  Conqueror of the Ocean,37.7
NecroVisioN Lost Company,0.5
Necronomicon The Dawning of Darkness,0.3
Need for Speed Hot Pursuit,612.6
Need for Speed SHIFT,50.7
Need for Speed Undercover,116.2
Neighbours from Hell,1.5
Neighbours from Hell 2,0.3
Nether,261.49999999999994
Never Alone (Kisima Ingitchuna),64.89999999999999
Neverending Nightmares,5.4
Nevermind,36.0
Neverwinter,3451.4999999999995
Neverwinter Nights 2 Platinum,518.4
New Star Soccer 5,12.2
New kind of adventure,7.6
Next Car Game Sneak Peek 2.0,12.699999999999998
Next Car Game Wreckfest,119.30000000000003
Nexuiz,2.0
Nexus The Jupiter Incident,5.6
NiGHTS into Dreams...,2.0
Nidhogg,124.99999999999999
Night Mysteries The Amphora Prisoner,1.8
NightShift Code,2.4
NightSky,5.6000000000000005
Nightbanes,297.0
Nightmares from the Deep 2 The Siren`s Call,16.3
Nightmares from the Deep 3 Davy Jones,5.9
Nightmares from the Deep The Cursed Heart,13.9
Nihilumbra,7.9
Nikopol Secrets of the Immortals,0.6
Nimble Quest,4.3
Nimble Writer,10.6
Nimbus,1.6
Ninja Reflex Steamworks Edition,2.0
No More Room in Hell,1321.2000000000005
No Time To Explain Remastered,17.3
No Time to Explain,4.1
Nobunaga's Ambition Souzou with Power Up Kit,445.0
Noir Syndrome,1.9
Nom Nom Galaxy,8.0
Nosferatu The Wrath of Malachi,18.099999999999998
Nosgoth,1320.8999999999996
Nostradamus The Last Prophecy,14.4
Not The Robots,6.1
NotGTAV,6.0
Nuclear Dawn,101.50000000000001
Nuclear Throne,65.2
Numba Deluxe,0.4
Numen Contest of Heroes,1.2999999999999998
Nux,8.2
NyxQuest,12.0
O.R.B.,0.7
OCEAN CITY RACING,0.5
OMSI 2,537.8
ONE PIECE PIRATE WARRIORS 3,5.5
ORION Prelude,407.10000000000014
OTTTD,3.8
Obludia,3.0
Obscure,7.9
Obscure 2,1.0
Obulis,11.2
Oceanhorn Monster of Uncharted Seas,0.2
Octodad Dadliest Catch,148.20000000000002
Oddworld Abe's Exoddus,21.7
Oddworld Abe's Oddysee,28.399999999999995
Oddworld Munch's Oddysee,1.5
Oddworld New 'n' Tasty,23.0
Oddworld Stranger's Wrath HD,17.3
Of Guards And Thieves,4.0
Of Orcs And Men,43.4
Offspring Fling!,7.8
Offworld Trading Company,78.5
Oh...Sir!,0.1
Ohm Studio,0.1
Oil Rush,21.400000000000002
OlliOlli,11.4
Omegalodon,8.8
Omerta - City of Gangsters,292.8
"On the Rain-Slick Precipice of Darkness, Episode One",53.6
"On the Rain-Slick Precipice of Darkness, Episode Two",81.5
One Finger Death Punch,180.20000000000005
One Late Night Deadline,0.2
One Manga Day,1.5
One Night,0.4
One Way Heroics,17.7
One Way To Die Steam Edition,0.1
Oniken,12.1
Onimusha 3 Demon Siege,1.1
Only If,31.300000000000004
Oozi Earth Adventure,3.1
Operation Flashpoint Dragon Rising,66.4
Operation Flashpoint Red River,40.2
Operation Z,0.3
Orbital Gear,4.8999999999999995
Orborun,0.4
Orcs Must Die!,566.8000000000001
Orcs Must Die! 2,1200.8999999999996
Order of War,69.5
Order of War Challenge,3.1
Organ Trail Director's Cut,31.099999999999998
Organic Panic,0.3
Ori and the Blind Forest,496.99999999999994
Original War,0.3
Oscura Lost Light,1.3
Osmos,38.00000000000001
Our Darker Purpose,4.0
Out There  Edition,11.3
Out There Somewhere,26.2
Out of the Park Baseball 14,103.0
Out of the Park Baseball 15,549.1999999999999
Out of the Park Baseball 16,660.8
Outcast 1.1,49.4
Outland,21.6
Outlast,382.09999999999997
Over 9000 Zombies!,4.7
Over the Dream,1.2
Overcast - Walden and the Werewolf,21.9
Overgrowth,32.5
Overlord,310.50000000000006
Overlord II,321.4
Overlord Raising Hell,129.59999999999997
Overture,15.4
PAC-MAN Championship Edition DX+,41.2
PARTICLE MACE,3.9
PAYDAY 2,19613.799999999996
PAYDAY The Heist,1514.0000000000002
PAYDAY The Web Series - Episode 1,0.4
PC Gamer,1.7999999999999998
POSTAL,16.1
POSTAL 2,270.50000000000006
PROTOTYPE 2,599.5
PT Boats Knights of the Sea,11.3
PT Boats South Gambit,0.3
Pacific Storm,1.8
Pacific Storm Allies,0.3
Painkiller Black Edition,16.7
Painkiller Gold Edition,14.1
Painkiller Hell & Damnation,49.9
Painkiller Overdose,1.5
Painkiller Recurring Evil,16.400000000000002
Painkiller Redemption,2.7
Painkiller Resurrection,0.6
Paint the Town Red,3.0
Pandora First Contact,23.1
Panzar,185.20000000000002
Panzer Corps,6.2
Panzer Tactics HD,11.4
Paper Sorcerer,1.6
"Papers, Please",283.4
Papo & Yo,27.8
Paranautical Activity Deluxe Atonement Edition,1.0
Paranormal State Poison Spring Collector's Edition,5.7
Parcel,9.2
Parkan 2,1.8
Particula,9.299999999999999
Particulars,0.4
Party Hard,15.9
Party of Sin,6.8
Passing Pineview Forest,1.8000000000000003
Pat & Mat,22.0
Patch testing for Chivalry,18.5
Path of Exile,10185.600000000002
Patrician III,2.9
Patrician IV Rise of a Dynasty,74.4
Patrician IV Steam Special Edition,112.6
Peggle Deluxe,63.199999999999996
Peggle Extreme,15.6
Peggle Nights,33.9
Penguins Arena Sedna's World,20.9
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8.3
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,43.8
Penumbra Black Plague,39.7
Penumbra Overture,36.6
Penumbra Requiem,4.1
Perpetuum,1603.9
Petz Horsez 2,17.0
Phantom Breaker Battle Grounds,65.6
Phoenix Force,7.2
Pid ,25.299999999999994
Piercing Blow,24.9
Pillars of Eternity,1523.2
Pinball Arcade,8.799999999999999
Pinball FX2,175.7
Pineview Drive,2.1
Pink Heaven,0.8
Pink Hour,0.4
Pirates of Black Cove,31.900000000000002
Pirates of Black Cove Gold,1.4
"Pirates, Vikings, & Knights II",130.3
Pixel Piracy,160.9
Pixel Puzzles Japan,39.3
Pixel Puzzles UndeadZ,1.9
Pixel Space,0.7
PixelJunk Eden,8.700000000000001
PixelJunk Monsters Ultimate,19.300000000000004
PixelJunk Shooter,15.899999999999999
PixelJunk Shooter Ultimate,2.4
Plague Inc Evolved,461.8
Plain Sight,36.29999999999999
Planet Explorers,188.4
Planet of the Eyes,1.7
PlanetSide 2,6239.700000000002
Planetary Annihilation,789.1999999999999
Planetary Annihilation TITANS,106.1
Planetbase,33.1
Planets Under Attack,14.3
Plants vs. Zombies Game of the Year,2427.6000000000004
Platypus,6.1000000000000005
Platypus II,14.2
"Please, Dont Touch Anything",2.3
Plug & Play,0.8999999999999999
Point Perfect,14.0
Poker Night 2,143.2
Poker Night at the Inventory,191.6
Polarity,72.3
Poly Bridge,64.6
Pongo,14.8
Pool Nation,35.199999999999996
Pool Nation FX,2.2
Port Royale 2,87.9
Port Royale 3,179.4
Port of Call,1.3
Portal,2282.7999999999997
Portal 2,9117.099999999997
Portal 2 - The Final Hours,8.299999999999999
Portal Stories Mel,128.70000000000002
Portal of Evil Stolen Runes Collector's Edition,5.1
Post Apocalyptic Mayhem,45.1
Post Master ,1.3
Post Mortem,2.1
Postal 3,7.2
Potatoman Seeks the Troof,1.0
Pound of Ground,0.8
Power-Up,2.8000000000000003
Pox Nora,19.8
Praetorians,0.30000000000000004
Pre-Civilization Marble Age,4.8
Pressure,3.0
Pressured,6.8999999999999995
Pretty Girls Mahjong Solitaire,0.2
Prey,15.7
Pride of Nations,5.3
Primal Carnage,513.6999999999999
Primal Carnage Extinction,409.1
Prime World,1352.3
Prime World Defenders,30.0
Primordia,11.600000000000001
Prince of Persia,7.0
Prince of Persia The Forgotten Sands,95.8
Prince of Persia The Sands of Time,38.6
Prince of Persia The Two Thrones,22.5
Prince of Persia Warrior Within,25.099999999999998
Prison Architect,2626.4999999999995
Prison Tycoon 3 Lockdown,1.7
Pro Cycling Manager 2013,323.0
Pro Cycling Manager 2014,355.0
Pro Cycling Manager 2015,82.7
Pro Cycling Manager Season 2009,1.1
Pro Evolution Soccer 2013,5.6
Pro Evolution Soccer 2014,178.9
Pro Evolution Soccer 2015,2500.5
Pro Evolution Soccer 2016,164.0
Pro Rugby Manager 2015,3.8
Probably Archery,0.3
Professional Farmer 2014,41.9
Project AURA,3.5
Project CARS,339.1
Project Explore,6.8
Project Snowblind,1.1
Project Zomboid,434.3
Proteus,4.8999999999999995
ProtoGalaxy,0.6
Prototype,348.3
Psycho Starship Rampage,0.4
Psychonauts,216.59999999999997
Psychonauts Demo,0.2
Puddle,2.5
Putt-Putt Joins the Circus,1.3
Putt-Putt Saves the Zoo,0.6
Putt-Putt Travels Through Time,1.3
Putt-Putt and Pep's Balloon-o-Rama,0.5
Puzzle Agent,19.6
Puzzle Agent 2,8.0
Puzzle Bots,0.3
Puzzle Chronicles,0.9
Puzzle Dimension,5.8
Puzzle Pirates,42.2
Puzzle Quest,258.0
Puzzle Quest 2,1.4
Puzzle Quest Galactrix,6.6
Puzzler World 2,19.1
Pyramid Raid,0.9000000000000001
Pyroblazer,0.2
Q.U.B.E Director's Cut,19.4
Q.U.B.E.,9.400000000000002
Quake,25.5
Quake 4,5.999999999999999
Quake II,10.0
Quake III Arena,20.5
Quake III Team Arena,1.3
Quake Live,281.4999999999999
Quake Mission Pack 1 Scourge of Armagon,0.2
Quake Mission Pack 2 Dissolution of Eternity,0.1
QuantZ,1.6
Quantum Conundrum,58.50000000000001
Quantum Rush Online,3.0
Quantum of Solace,24.4
Quarries of Scred,0.1
Quest of Dungeons,8.7
QuestRun,37.400000000000006
Quintet,2.1
Qvadriga,22.0
R.B.I. Baseball 15,21.0
R.O.O.T.S,0.3
R.U.S.E,1269.6
RACE 07,362.7
RACE Caterham Expansion,0.3
RADical ROACH Deluxe Edition,20.0
RAGE,1207.7999999999995
RAW - Realms of Ancient War,14.3
RECYCLE,0.6
RESCUE 2,4.2
RIDE Game,64.8
RIFT,3113.6
RIP 3 The Last Hero,0.2
RISK Factions,16.9
ROCKETSROCKETSROCKETS,1.9
RONIN,0.6
RPG MO,22.9
RPG Maker 2000,9.8
RPG Maker 2003,157.2
RPG Maker MV,55.0
RPG Maker VX Ace,536.2
RPG Maker XP,29.4
RPG Tycoon,6.300000000000001
RUNNING WITH RIFLES,29.4
RUSH,24.4
RWBY Grimm Eclipse,4.699999999999999
Rabbit Hole 3D Steam Edition,6.3
Race The Sun,80.8
Race The WTCC Game,16.1
RaceRoom Racing Experience ,353.50000000000006
Racer 8,23.099999999999998
Rag Doll Kung Fu,1.9
Ragnarok,11.5
Ragnarok Online 2,1211.5
Raiden Legacy,0.5
RaiderZ,26.699999999999996
Railroad Pioneer,11.3
Railroad Tycoon 2 Platinum,74.5
Railroad Tycoon 3,17.6
Rake,2.7
Rampage Knights,113.19999999999999
Randal's Monday,4.800000000000001
Ravaged Zombie Apocalypse,7.599999999999999
Ravensword Shadowlands,0.8
Rayman Legends,295.20000000000005
Rayman Origins,120.6
Razor2 Hidden Skies,0.4
Reach for the Sun,3.0
Real Boxing,3.3
Real Horror Stories Ultimate Edition,0.9
Real Warfare,0.1
Real World Racing,1.8
Really Big Sky,31.400000000000006
Realm of the Mad God,1015.1999999999999
Realms of Arkania 3 - Shadows over Riva Classic,1.2
Realms of the Haunting,0.1
Reaper - Tale of a Pale Swordsman,2.6
Reassembly,78.4
Rebel Galaxy,109.8
Rebuild 3 Gangs of Deadsville,8.4
Receiver,22.0
Recettear An Item Shop's Tale,215.29999999999998
Red Bull X-Fighters,1.2
Red Crucible Firestorm,118.50000000000001
Red Faction,16.1
Red Faction Armageddon,281.9
Red Faction Guerrilla Steam Edition,410.4
Red Faction II,13.4
Red Orchestra 2 Heroes of Stalingrad - Single Player,99.3
Red Orchestra Ostfront 41-45,817.0000000000001
Red Stone Online,0.3
Redshirt,5.3
Reign Of Kings,1190.6000000000001
Relic Hunters Zero,88.5
Remember Me,149.39999999999998
Remnants Of Isolation,4.1
Renegade Ops,38.699999999999996
Renowned Explorers International Society,51.0
Reprisal Universe,11.100000000000001
Republique,7.3
Requiem,4.9
Rescue Everyday Heroes,3.7
Rescue Team 5,0.8
Resident Evil / biohazard HD REMASTER,88.99999999999999
Resident Evil 5 / Biohazard 5,283.49999999999994
Resident Evil 6 / Biohazard 6,840.9999999999999
Resident Evil Operation Raccoon City,6.0
Resident Evil Revelations / Biohazard Revelations,112.69999999999999
Resident Evil Revelations 2 / Biohazard Revelations 2,137.0
Residue Final Cut,2.8
Restaurant Empire II,47.2
Retention,3.8
Retro City Rampage DX,15.1
Retro-Pixel Castles,2.7
Retro/Grade,1.9
Retrovirus,3.3
Return to Castle Wolfenstein,312.49999999999994
Return to Mysterious Island 2,5.9
Reus,211.29999999999993
Reveal The Deep,0.4
Revelations 2012,3.2
Revenge of the Titans,50.2
Reverse Crawl,0.4
Reversi,5.1
Reversion - The Escape,4.7
Revolution Ace,16.3
Rexaura,0.1
Rhythm Destruction,1.4
Rhythm Zone,0.3
Ricochet,21.200000000000006
Ride! Carnival Tycoon,0.3
Riding Star,2.7
Rig 'n' Roll,1.4
Rigonauts,1.8
Ring Runner Flight of the Sages,1.8
Rise of Flight United,6.5
Rise of Incarnates,39.2
Rise of Nations Extended Edition,239.60000000000002
Rise of Venice,26.499999999999996
Rise of the Argonauts,0.8
Rise of the Triad,21.0
Risen,175.1
Risen 2 - Dark Waters,688.2000000000002
Risen 3 - Titan Lords,54.5
Rising Angels Reborn,5.9
Rising Storm/Red Orchestra 2 Multiplayer,5412.499999999999
Rising World,12.5
Risk of Rain,828.5
Rivals of Aether,24.8
Riven,2.4
Road Not Taken,8.7
Road Redemption,32.3
Robin Hood,78.0
RoboBlitz,0.3
Robocraft,9096.599999999999
Robot Rescue Revolution,5.6
Robot Roller-Derby Disco Dodgeball,42.699999999999996
Robotex,20.599999999999998
Rochard,30.1
Rock of Ages,40.69999999999999
Rocket League,7827.200000000002
Rocketbirds Hardboiled Chicken,15.8
Rocksmith,114.19999999999999
Rocksmith 2014,1731.3999999999999
Rodina,4.5
Rogue Legacy,866.9000000000001
Rogue Shooter The FPS Roguelike,27.9
Rogue Trooper,5.3
Rogue Warrior,1.5
Rogue's Tale,0.3
Roguelands,7.2
RollerCoaster Tycoon,1.4
RollerCoaster Tycoon 2 Triple Thrill Pack,78.89999999999999
RollerCoaster Tycoon 3 Platinum!,789.7999999999998
RollerCoaster Tycoon Deluxe,211.29999999999995
Romance of the Three Kingdoms Maker,0.3
Rome Total War,2396.6000000000004
Rome Total War - Alexander,180.8
Roogoo,0.30000000000000004
Rooms The Unsolvable Puzzle,78.0
Rotieer,7.2
Royal Defense,1.7
Royal Quest,84.3
Rugby Challenge 2,5.4
Rugby League Team Manager 2015,20.5
Rulers of Nations,53.0
Run and Fire,14.299999999999999
Runaway A Road Adventure,7.8
Runaway A Twist of Fate,0.2
Rune Classic,6.2
Runers,50.0
Runespell Overture,1.3
Runestone Keeper,152.8
Running Shadow,2.2
Rush Bros,9.4
Rust,15275.299999999997
Rustbucket Rumble,2.8000000000000003
Rusty Hearts,208.09999999999997
Ryse Son of Rome,197.7
S.K.I.L.L. - Special Force 2,199.3
S.T.A.L.K.E.R. Call of Pripyat,487.5
S.T.A.L.K.E.R. Clear Sky,292.0
S.T.A.L.K.E.R. Shadow of Chernobyl,514.6999999999999
SAMURAI WARRIORS 4-II,2.2
SC2VN - The eSports Visual Novel,4.0
SCHAR Blue Shield Alliance,1.9
SEGA Bass Fishing,0.5
SEGA Genesis & Mega Drive Classics,116.9
SMITE,626.3000000000002
SNOW,10.9
SOMA,140.5
SONIC THE HEDGEHOG 4 Episode I,1.7999999999999998
SONIC THE HEDGEHOG 4 Episode II,22.6
SPACECOM,6.4
STAR WARS Knights of the Old Republic II The Sith Lords,1015.7
STAR WARS X-Wing Alliance,2.5
STAR WARS X-Wing vs. TIE Fighter,8.1
STARWHAL,5.8
STORM Frontline Nation,747.4
SUPER DISTRO,16.200000000000003
Sacred 2 Gold,24.4
Sacred 3,156.5
Sacred Citadel,61.599999999999994
Sacred Gold,11.599999999999998
Saints Row 2,1545.0999999999997
Saints Row Gat out of Hell,53.699999999999996
Saints Row IV,2563.0
Saints Row IV Inauguration Station,7.1
Saints Row The Third,4954.100000000001
Saints Row The Third - Initiation Station,0.2
Saira,2.7
Sakura Angels,3.8
Sakura Clicker,1730.8999999999999
Sakura Spirit,32.699999999999996
Sakura Swim Club,2.2
Salt,12.6
Salvation Prophecy,13.4
Sam & Max 101 Culture Shock,15.0
Sam & Max 102 Situation Comedy,8.299999999999999
"Sam & Max 103 The Mole, the Mob and the Meatball",3.5
Sam & Max 104 Abe Lincoln Must Die!,13.9
Sam & Max 105 Reality 2.0,5.5
Sam & Max 106 Bright Side of the Moon,9.399999999999999
Sam & Max 201 Ice Station Santa,3.7
Sam & Max 202 Moai Better Blues,8.1
Sam & Max 205 What's New Beelzebub?,6.1
Sam & Max 301 The Penal Zone,6.8
Sam & Max 302 The Tomb of Sammun-Mak,3.2
Sam & Max 303 They Stole Max's Brain!,2.9
Sam & Max 304 Beyond the Alley of the Dolls,3.0
Sam & Max 305 The City that Dares not Sleep,2.8
Samantha Swift and the Golden Touch,0.2
Samorost 2,1.2000000000000002
SanctuaryRPG Black Edition,0.9
Sanctum,134.19999999999996
Sanctum 2,304.00000000000006
Sandmason,0.1
Sang-Froid - Tales of Werewolves,41.7
Sanitarium,10.4
Satellite Reign,30.300000000000004
Saturday Morning RPG,3.4
Savage Lands,49.1
Savant - Ascent,1.7
Saviors,3.4
Saw,1.7
Scania Truck Driving Simulator,19.599999999999998
Scarygirl,173.0
School of Dragons How to Train Your Dragon,101.50000000000003
Schrdinger's Cat and the Raiders of the Lost Quark,0.2
Science Girls,0.2
Scoregasm,0.4
Scourge Outbreak,19.400000000000002
Scratches Director's Cut,7.300000000000001
Screencheat,18.9
Scribblenauts Unlimited,553.9000000000001
Scribblenauts Unmasked,43.5
Season Match 3 - Curse of the Witch Crow,0.3
Season of Mystery  The Cherry Blossom Murders,7.8999999999999995
Second Chance Heroes,0.3
Secret Files Puritas Cordis,24.0
Secret Files Sam Peters,4.5
Secret Files Tunguska,8.8
Secret Of Magia,21.8
Secret Ponchos,2.5
Secret of the Magic Crystal,5.8
Secrets of Grindea,22.6
Secrets of Rtikon,3.5
Section 8,40.7
Section 8 Prejudice,56.400000000000006
Seduce Me the Otome,12.299999999999999
Sengoku,14.3
Septerra Core,1.6
Serena,6.0
Serious Sam 2,37.9
Serious Sam 3 BFE,890.8000000000001
Serious Sam Classic The First Encounter,24.7
Serious Sam Classic The Second Encounter,6.800000000000001
Serious Sam Classics Revolution,0.2
Serious Sam Double D XXL,1.5
Serious Sam HD The First Encounter,104.60000000000001
Serious Sam HD The Second Encounter,974.7
Serious Sam The Random Encounter,1.0
Servo,2.6
Seven Kingdoms 2 HD,0.4
Shad'O,0.5
Shadow Harvest Phantom Ops,24.7
Shadow Man,0.3
Shadow Puppeteer,0.7
